1,person,0.9,P1,1258,154,1552,1030,No,0,0,0,0,0,
2,person,0.9,P1,1258,154,1552,1030,No,0,0,0,0,0,
3,person,0.9,P1,1262,154,1555,1030,No,0,0,0,0,0,
4,person,0.9,P1,1263,154,1557,1030,No,0,0,0,0,0,
5,person,0.91,P1,1264,154,1559,1031,No,0,0,0,0,0,
6,person,0.91,P1,1265,152,1564,1032,No,0,0,0,0,0,
7,person,0.91,P1,1251,151,1574,1034,No,0,0,0,0,0,
8,person,0.91,P1,1250,151,1585,1034,No,0,0,0,0,0,
9,person,0.91,P1,1250,152,1592,1034,No,0,0,0,0,0,
10,person,0.91,P1,1250,152,1594,1034,No,0,0,0,0,0,
11,person,0.92,P1,1250,152,1598,1033,No,0,0,0,0,0,
12,person,0.91,P1,1251,151,1604,1033,No,0,0,0,0,0,
13,person,0.91,P1,1240,151,1606,1031,No,0,0,0,0,0,
13,car,0.81,C1,305,290,1350,822,Si,0,1237,623,1332,675,WKCA802
14,person,0.92,P1,1229,150,1606,1030,No,0,0,0,0,0,
14,car,0.63,C1,304,290,1355,822,Si,0,1236,623,1334,675,
15,person,0.92,P1,1224,146,1606,1026,No,0,0,0,0,0,
15,car,0.7,C1,304,289,1354,820,Si,0,1236,622,1338,674,KCA8024
16,person,0.92,P1,1222,145,1605,1025,No,0,0,0,0,0,
16,car,0.69,C1,304,289,1354,820,Si,0,1236,622,1338,674,KCA8024
17,person,0.92,P1,1221,142,1606,1023,No,0,0,0,0,0,
17,car,0.86,C1,304,289,1356,819,Si,0,1234,621,1340,672,TK4CA8024
18,person,0.91,P1,1216,142,1607,1025,No,0,0,0,0,0,
18,car,0.89,C1,304,289,1361,819,Si,0,1232,620,1346,672,KCA8024E
19,person,0.91,P1,1208,139,1606,1022,No,0,0,0,0,0,
19,car,0.91,C1,303,288,1366,818,Si,0,1234,622,1347,672,KCAS024E
20,person,0.93,P1,1210,137,1604,1021,No,0,0,0,0,0,
20,car,0.9,C1,303,287,1368,818,Si,0,1228,620,1347,671,KCASU24E
21,person,0.93,P1,1208,135,1600,1021,No,0,0,0,0,0,
21,car,0.89,C1,302,287,1370,817,Si,0,1230,621,1348,672,KCA6024E
22,person,0.93,P1,1208,134,1599,1021,No,0,0,0,0,0,
22,car,0.89,C1,302,287,1371,817,Si,0,1228,618,1347,670,KCAGO24E
23,person,0.94,P1,1210,134,1597,1020,No,0,0,0,0,0,
23,car,0.89,C1,302,287,1371,817,Si,0,1226,618,1345,671,A
24,person,0.93,P1,1208,133,1595,1019,No,0,0,0,0,0,
24,car,0.89,C1,301,287,1370,817,Si,0,1223,618,1344,670,IKCABU24E
25,person,0.93,P1,1204,134,1593,1019,No,0,0,0,0,0,
25,car,0.89,C1,301,286,1369,817,Si,0,1223,617,1342,669,KCAG024E
26,person,0.93,P1,1203,135,1592,1019,No,0,0,0,0,0,
26,car,0.89,C1,301,286,1369,817,Si,0,1223,617,1340,670,KCAGO24E
27,person,0.93,P1,1202,135,1591,1019,No,0,0,0,0,0,
27,car,0.87,C1,301,287,1369,816,Si,0,1221,618,1339,670,MKCAS024E
28,person,0.93,P1,1201,135,1591,1019,No,0,0,0,0,0,
28,car,0.87,C1,301,287,1369,816,Si,0,1218,618,1340,670,KCABO24E
29,person,0.93,P1,1203,136,1590,1018,No,0,0,0,0,0,
29,car,0.87,C1,301,287,1369,816,Si,0,1219,618,1339,670,KCAGO24E
30,person,0.93,P1,1203,135,1588,1018,No,0,0,0,0,0,
30,car,0.89,C1,300,287,1369,816,Si,0,1220,616,1341,669,KCABO24E
31,person,0.93,P1,1201,135,1586,1017,No,0,0,0,0,0,
31,car,0.9,C1,299,286,1368,816,Si,0,1218,617,1340,670,TKCA8024
32,person,0.93,P1,1205,136,1584,1017,No,0,0,0,0,0,
32,car,0.89,C1,299,287,1367,816,Si,0,1215,617,1338,670,
33,person,0.93,P1,1212,138,1582,1017,No,0,0,0,0,0,
33,car,0.9,C1,299,287,1365,816,Si,0,1218,618,1334,670,
34,person,0.93,P1,1215,138,1582,1017,No,0,0,0,0,0,
34,car,0.9,C1,299,287,1365,816,Si,0,1219,617,1334,670,
35,person,0.94,P1,1215,138,1579,1017,No,0,0,0,0,0,
35,car,0.9,C1,299,287,1364,816,Si,0,1218,617,1333,669,KCAGU2EE
36,person,0.94,P1,1216,138,1577,1017,No,0,0,0,0,0,
36,car,0.91,C1,298,287,1362,817,Si,0,1220,617,1334,670,
37,person,0.93,P1,1218,139,1574,1017,No,0,0,0,0,0,
37,car,0.9,C1,298,287,1360,817,Si,0,1219,617,1333,670,KCAB24E
38,person,0.93,P1,1221,140,1572,1017,No,0,0,0,0,0,
38,car,0.9,C1,297,287,1357,816,Si,0,1216,617,1330,669,
39,person,0.93,P1,1221,141,1569,1016,No,0,0,0,0,0,
39,car,0.89,C1,296,287,1355,817,Si,0,1220,617,1330,669,KCABG24E
40,person,0.93,P1,1221,142,1569,1016,No,0,0,0,0,0,
40,car,0.89,C1,296,287,1354,817,Si,0,1213,617,1329,668,KCABO24E
41,person,0.93,P1,1220,143,1567,1016,No,0,0,0,0,0,
41,car,0.89,C1,295,287,1352,817,Si,0,1211,618,1329,669,KCABU24E
42,person,0.91,P1,1235,144,1565,1016,No,0,0,0,0,0,
42,car,0.89,C1,295,287,1348,817,Si,0,1210,617,1328,668,BYCASU24E
43,person,0.9,P1,1227,145,1564,1015,No,0,0,0,0,0,
43,car,0.9,C1,294,287,1348,818,Si,0,1211,617,1328,668,C B6248
44,person,0.91,P1,1222,145,1562,1014,No,0,0,0,0,0,
44,car,0.9,C1,294,287,1348,818,Si,0,1206,617,1327,668,KCABU2E
45,person,0.92,P1,1220,145,1561,1013,No,0,0,0,0,0,
45,car,0.9,C1,293,287,1348,818,Si,0,1217,618,1326,669,KCAS024E
46,person,0.92,P1,1220,145,1561,1012,No,0,0,0,0,0,
46,car,0.9,C1,293,287,1348,818,Si,0,1217,618,1326,669,KCAS024E
47,person,0.9,P1,1220,145,1560,1011,No,0,0,0,0,0,
47,car,0.9,C1,293,287,1345,818,Si,0,1205,618,1325,668,KCABU2E
48,person,0.89,P1,1219,146,1560,1013,No,0,0,0,0,0,
48,car,0.89,C1,292,287,1345,817,Si,0,1210,617,1325,668,KCA B024E
49,person,0.89,P1,1220,146,1559,1008,No,0,0,0,0,0,
49,car,0.89,C1,291,287,1345,817,Si,0,1201,617,1324,669,AYC48024E
50,person,0.87,P1,1227,145,1559,1004,No,0,0,0,0,0,
50,car,0.88,C1,290,287,1346,817,Si,0,1201,617,1321,669,
51,person,0.91,P1,1221,145,1560,1003,No,0,0,0,0,0,
51,car,0.87,C1,289,287,1347,817,Si,14.0,1198,616,1320,668,KCAS024E
52,person,0.91,P1,1219,145,1560,1003,No,0,0,0,0,0,
52,car,0.87,C1,288,287,1347,818,Si,0,1203,618,1322,672,
53,person,0.88,P1,1222,146,1560,998,No,0,0,0,0,0,
53,car,0.87,C1,288,286,1347,817,Si,0,1198,617,1319,669,
54,person,0.91,P1,1263,147,1561,994,No,0,0,0,0,0,
54,car,0.88,C1,287,286,1348,817,Si,0,1199,616,1319,669,KCABI2AE
55,person,0.9,P1,1277,148,1562,993,No,0,0,0,0,0,
55,car,0.87,C1,286,286,1349,816,Si,0,1195,616,1318,669,MKCA8024E
56,person,0.91,P1,1281,148,1562,991,No,0,0,0,0,0,
56,car,0.87,C1,285,286,1350,816,Si,0,1195,615,1316,667,KCABOC4E
57,person,0.87,P1,1249,148,1562,987,No,0,0,0,0,0,
57,car,0.87,C1,284,286,1350,816,Si,0,1194,616,1318,668,
58,person,0.87,P1,1238,147,1562,986,No,0,0,0,0,0,
58,car,0.87,C1,284,286,1351,816,Si,0,1195,617,1319,669,
59,person,0.91,P1,1229,148,1563,988,No,0,0,0,0,0,
59,car,0.85,C1,284,286,1350,817,Si,0,1195,617,1312,668,KICAB2E
60,person,0.89,P1,1226,148,1563,987,No,0,0,0,0,0,
60,car,0.86,C1,283,286,1352,816,Si,0,1195,617,1318,671,
61,person,0.92,P1,1221,148,1564,982,No,0,0,0,0,0,
61,car,0.85,C1,283,286,1351,816,Si,0,1190,617,1315,670,
62,person,0.93,P1,1219,148,1565,976,No,0,0,0,0,0,
62,car,0.87,C1,282,286,1351,817,Si,0,1191,617,1313,670,
63,person,0.93,P1,1217,148,1566,971,No,0,0,0,0,0,
63,car,0.87,C1,282,286,1351,817,Si,0,1192,617,1315,672,
64,person,0.93,P1,1217,148,1566,969,No,0,0,0,0,0,
64,car,0.87,C1,282,286,1351,817,Si,0,1192,617,1315,672,
65,person,0.93,P1,1217,147,1566,966,No,0,0,0,0,0,
65,car,0.86,C1,281,286,1351,817,Si,0,1189,618,1313,672,
66,person,0.92,P1,1216,147,1566,961,No,0,0,0,0,0,
66,car,0.85,C1,280,285,1350,817,Si,0,1188,616,1312,671,
67,person,0.92,P1,1217,147,1566,959,No,0,0,0,0,0,
67,car,0.85,C1,279,285,1350,817,Si,0,1187,617,1308,670,
68,person,0.92,P1,1216,148,1566,957,No,0,0,0,0,0,
68,car,0.86,C1,278,285,1350,817,Si,0,1187,618,1309,671,
69,person,0.92,P1,1216,150,1566,957,No,0,0,0,0,0,
69,car,0.87,C1,277,285,1350,817,Si,0,1184,618,1309,670,
70,person,0.92,P1,1217,151,1566,957,No,0,0,0,0,0,
70,car,0.87,C1,277,285,1350,817,Si,0,1185,618,1306,669,
71,person,0.91,P1,1216,153,1567,958,No,0,0,0,0,0,
71,car,0.87,C1,276,285,1350,817,Si,0,1183,618,1307,671,
72,person,0.91,P1,1220,154,1568,956,No,0,0,0,0,0,
72,car,0.88,C1,276,286,1353,817,Si,0,1182,617,1307,671,
73,person,0.92,P1,1258,158,1569,955,No,0,0,0,0,0,
73,car,0.89,C1,276,286,1354,817,Si,0,1182,617,1304,669,
74,person,0.87,P1,1246,161,1569,955,No,0,0,0,0,0,
74,car,0.89,C1,275,286,1354,817,Si,0,1182,617,1306,670,
75,person,0.9,P1,1225,163,1570,955,No,0,0,0,0,0,
75,car,0.9,C1,275,286,1355,817,Si,0,1181,616,1305,669,
76,person,0.9,P1,1217,163,1570,955,No,0,0,0,0,0,
76,car,0.9,C1,275,286,1356,817,Si,0,1181,617,1303,671,
77,person,0.9,P1,1221,165,1573,955,No,0,0,0,0,0,
77,car,0.9,C1,274,286,1360,816,Si,0,1176,617,1301,669,
78,person,0.91,P1,1265,168,1577,956,No,0,0,0,0,0,
78,car,0.91,C1,274,286,1361,816,Si,0,1176,616,1302,670,
79,person,0.9,P1,1262,167,1581,956,No,0,0,0,0,0,
79,car,0.91,C1,274,285,1359,816,Si,0,1174,617,1300,671,
80,person,0.92,P1,1281,167,1585,956,No,0,0,0,0,0,
80,car,0.9,C1,274,285,1359,816,Si,0,1174,616,1293,670,KCAB024E
81,person,0.93,P1,1259,165,1590,956,No,0,0,0,0,0,
81,car,0.91,C1,273,285,1361,815,Si,0,1174,617,1299,670,HK0190248
82,person,0.93,P1,1252,165,1591,957,No,0,0,0,0,0,
82,car,0.91,C1,273,285,1361,815,Si,0,1174,617,1299,669,
83,person,0.94,P1,1248,163,1593,957,No,0,0,0,0,0,
83,car,0.91,C1,273,285,1359,814,Si,0,1173,616,1297,669,W0A90246
84,person,0.94,P1,1245,161,1594,956,No,0,0,0,0,0,
84,car,0.91,C1,273,285,1358,814,Si,0,1171,615,1296,668,GU24E
85,person,0.93,P1,1246,161,1598,955,No,0,0,0,0,0,
85,car,0.91,C1,272,285,1355,813,Si,0,1170,615,1296,668,MCA024E
86,person,0.93,P1,1247,159,1602,954,No,0,0,0,0,0,
86,car,0.91,C1,272,284,1351,813,Si,0,1169,615,1293,668,
87,person,0.93,P1,1249,159,1608,953,No,0,0,0,0,0,
87,car,0.91,C1,272,284,1347,812,Si,0,1170,614,1291,666,
88,person,0.93,P1,1250,158,1610,952,No,0,0,0,0,0,
88,car,0.91,C1,272,284,1345,812,Si,0,1169,614,1293,667,
89,person,0.93,P1,1255,159,1614,952,No,0,0,0,0,0,
89,car,0.91,C1,272,285,1342,811,Si,0,1169,613,1291,665,KCASQ24E
90,person,0.93,P1,1253,160,1615,951,No,0,0,0,0,0,
90,car,0.91,C1,272,285,1340,811,Si,0,1168,614,1291,666,
